layer,rmse,maxerr,95pct,median,llama_version,num_parameter,processing_type,quant_type,dim,threshold_low,threshold_high,imat,model_name,n_elements,bits_per_weight,size,ppl,hellaswag
global,0.00138761,0.02316284,0.0028,0.001,3.1,70B,F16,accu,4,0.12,0.12,False,3.1-70B-ZFPaccu0.12:0.12_4_NOI,70553706560,5.262593,44261.87,3.5607,85.35
global,0.0,0.0,0.0002,0.0002,3.1,70B,F16,BF16,,,,False,3.1-70B-BF16+NOI,70553706560,16.000299,134573.03,2.7217,85.825
global,0.00136497,0.01160431,0.0028,0.001,3.1,70B,F16,accu,3,0.05,0.05,False,3.1-70B-ZFPaccu0.05:0.05_3_NOI,70553706560,5.054184,42509.01,3.6058,85.1
global,8.908e-05,0.25976562,0.0002,0.0002,3.1,70B,F16,Q8_0,,,,False,3.1-70B-Q8_0+NOI,70553706560,8.500439,71494.28,2.723,85.725
global,0.00842359,35.19168091,0.0144,0.0042,3.1,70B,F16,rate,4,3.00,3.00,False,3.1-70B-ZFPrate3.00:3.00_4_NOI,70553706560,3.000542,25236.53,21585.0872,23.925
global,0.00106887,2.7250061,0.0018,0.0008,3.1,70B,F16,Q4_1,,,,False,3.1-70B-Q4_1+NOI,70553706560,5.023773,42253.23,4906.118,28.05
global,0.00162367,1.65625,0.0034,0.0008,3.1,70B,F16,Q3_K_L,,,,False,3.1-70B-Q3_K_L+NOI,70553706560,4.210436,35412.53,3.441,84.15
global,0.00748632,23.25927734,0.0128,0.004,3.1,70B,F16,rate,3,3.00,3.00,False,3.1-70B-ZFPrate3.00:3.00_3_NOI,70553706560,3.000542,25236.53,76699.2362,24.975
global,0.00187221,18.5,0.0032,0.001,3.1,70B,F16,rate,3,5.00,8.00,True,3.1-70B-ZFPrate5.00:8.00_3_WII,70553706560,5.062573,42579.56,3.447,85.65
global,0.00363597,24.00023842,0.006,0.0016,3.1,70B,F16,rate,1,6.00,6.00,False,3.1-70B-ZFPrate6.00:6.00_1_NOI,70553706560,6.000486,50468.03,2635707.7538,25.875
global,0.00371221,44.3125,0.0062,0.0018,3.1,70B,F16,rate,3,4.00,8.00,True,3.1-70B-ZFPrate4.00:8.00_3_WII,70553706560,4.091598,34413.03,5.5531,81.825
global,0.00106585,13.125,0.0018,0.0006,3.1,70B,F16,rate,2,6.00,8.00,True,3.1-70B-ZFPrate6.00:8.00_2_WII,70553706560,6.002694,50486.6,2.9691,85.225
global,0.00616039,50.34375,0.0104,0.0028,3.1,70B,F16,rate,1,5.00,8.00,True,3.1-70B-ZFPrate5.00:8.00_1_WII,70553706560,4.004419,33679.79,153485183.563,24.625
global,0.00094627,7.625,0.0016,0.0006,3.1,70B,F16,rate,3,6.00,8.00,True,3.1-70B-ZFPrate6.00:8.00_3_WII,70553706560,6.033354,50744.47,2.9076,85.8
global,0.00505296,82.296875,0.001,0.0004,3.1,70B,F16,Q5_K_S,,,,True,3.1-70B-Q5_K_S+WII,70553706560,5.516318,46395.86,2.7706,85.65
global,0.00459446,71.74169922,0.0018,0.0006,3.1,70B,F16,Q4_K_M,,,,True,3.1-70B-Q4_K_M+WII,70553706560,4.820445,40543.11,2.8726,85.525
global,0.00027441,2.00579834,0.0006,0.0002,3.1,70B,F16,rate,2,8.00,8.00,False,3.1-70B-ZFPrate8.00:8.00_2_NOI,70553706560,8.000449,67289.03,,
global,9.995e-05,0.7509613,0.0002,0.0002,3.1,70B,F16,prec,1,10,10,False,3.1-70B-ZFPprec10:10_1_NOI,70553706560,10.020553,84279.43,2.7249,85.725
global,0.00024345,1.9375,0.0006,0.0002,3.1,70B,F16,rate,3,8.00,8.00,True,3.1-70B-ZFPrate8.00:8.00_3_WII,70553706560,8.000449,67289.03,2.7419,85.65
global,0.00167664,1.65625,0.0034,0.001,3.1,70B,F16,Q3_K_M,,,,False,3.1-70B-Q3_K_M+NOI,70553706560,3.884659,32672.53,3.4941,84.075
global,0.00702248,125.21435547,0.0018,0.0008,3.1,70B,F16,IQ4_NL,,,,True,3.1-70B-IQ4_NL+WII,70553706560,4.54074,38190.61,2.9208,85.275
global,0.00227786,7.48855591,0.0038,0.0012,3.1,70B,F16,rate,4,5.00,5.00,False,3.1-70B-ZFPrate5.00:5.00_4_NOI,70553706560,5.000505,42057.53,12697.482,25.375
global,0.00108889,10.31640625,0.0018,0.0006,3.1,70B,F16,rate,4,6.00,8.00,True,3.1-70B-ZFPrate6.00:8.00_4_WII,70553706560,6.053431,50913.33,3.0221,85.8
global,0.00699689,125.2109375,0.0018,0.0008,3.1,70B,F16,IQ4_XS,,,,True,3.1-70B-IQ4_XS+WII,70553706560,4.296846,36139.3,2.9254,85.6
global,0.00761264,125.81945801,0.0042,0.0014,3.1,70B,F16,IQ3_S,,,,True,3.1-70B-IQ3_S+WII,70553706560,3.504189,29472.53,3.6861,84.825
global,0.00079756,6.00019073,0.0014,0.0004,3.1,70B,F16,prec,1,07,07,False,3.1-70B-ZFPprec07:07_1_NOI,70553706560,7.33247,61670.89,1811419.5451,25.625
global,0.00424636,37.109375,0.007,0.002,3.1,70B,F16,rate,4,4.00,8.00,True,3.1-70B-ZFPrate4.00:8.00_4_WII,70553706560,4.114534,34605.94,7.5383,76.85
global,0.00445245,49.0736084,0.0054,0.0016,3.1,70B,F16,IQ3_XS,,,,False,3.1-70B-IQ3_XS+NOI,70553706560,3.322277,27942.53,4169.2318,26.375
global,0.00275691,79.17553711,0.0034,0.0014,3.1,70B,F16,Q3_K_S,,,,True,3.1-70B-Q3_K_S+WII,70553706560,3.504189,29472.53,,
global,0.00105485,1.13696289,0.0018,0.0008,3.1,70B,F16,IQ4_XS,,,,False,3.1-70B-IQ4_XS+NOI,70553706560,4.33846,36489.3,3.096,85.025
global,0.00576837,59.75,0.0096,0.0028,3.1,70B,F16,rate,2,3.50,8.00,True,3.1-70B-ZFPrate3.50:8.00_2_WII,70553706560,3.548623,29846.25,1313168.0517,38.5
global,0.00463538,82.296875,0.001,0.0004,3.1,70B,F16,Q5_K_M,,,,True,3.1-70B-Q5_K_M+WII,70553706560,5.662858,47628.36,2.7657,85.7
global,0.01599479,126.0,0.0266,0.0086,3.1,70B,F16,prec,4,06,06,False,3.1-70B-ZFPprec06:06_4_NOI,70553706560,1.34385,11302.66,6223015.8395,25.725
global,0.00110799,6.25579834,0.002,0.0006,3.1,70B,F16,rate,2,6.00,6.00,False,3.1-70B-ZFPrate6.00:6.00_2_NOI,70553706560,6.000486,50468.03,422.1854,61.8
global,0.00985737,125.99741364,0.0122,0.0044,3.1,70B,F16,IQ1_S,,,,True,3.1-70B-IQ1_S+WII,70553706560,1.738888,14625.19,11.1537,65.95
global,0.01021999,0.09362793,0.0204,0.0068,3.1,70B,F16,accu,2,0.14,0.14,False,3.1-70B-ZFPaccu0.14:0.14_2_NOI,70553706560,1.936823,16289.96,5165978.1639,24.15
global,0.02348385,156.5,0.03,0.0098,3.1,70B,F16,rate,1,3.00,8.00,True,3.1-70B-ZFPrate3.00:8.00_1_WII,70553706560,2.043812,17189.8,,25.6
global,0.00609248,52.65625,0.01,0.003,3.1,70B,F16,rate,4,3.50,8.00,True,3.1-70B-ZFPrate3.50:8.00_4_WII,70553706560,3.629755,30528.63,3840.4079,33.5
global,0.00521001,31.50939941,0.0068,0.002,3.1,70B,F16,prec,2,06,06,False,3.1-70B-ZFPprec06:06_2_NOI,70553706560,3.827041,32187.93,726267.2753,24.575
global,0.00054053,1.01977539,0.001,0.0004,3.1,70B,F16,Q5_1,,,,False,3.1-70B-Q5_1+NOI,70553706560,6.008863,50538.48,6.2903,70.85
global,0.0,0.0,0.0002,0.0002,3.1,70B,F16,F16,,,,False,3.1-70B-F16+NOI,70553706560,16.000299,134573.03,2.7217,85.825
global,0.00929921,106.0,0.0158,0.004,3.1,70B,F16,rate,1,4.50,8.00,True,3.1-70B-ZFPrate4.50:8.00_1_WII,70553706560,4.002903,33667.05,29872941.5377,26.45
global,0.01252288,74.0,0.0176,0.0048,3.1,70B,F16,prec,3,06,06,False,3.1-70B-ZFPprec06:06_3_NOI,70553706560,2.545027,21405.35,3971738.5024,24.55
global,0.00285211,16.75,0.0034,0.001,3.1,70B,F16,prec,2,07,07,False,3.1-70B-ZFPprec07:07_2_NOI,70553706560,4.828119,40607.65,2195391.0818,24.6
global,0.00843364,125.93035889,0.008,0.0026,3.1,70B,F16,IQ2_S,,,,True,3.1-70B-IQ2_S+WII,70553706560,2.521141,21204.45,5.5152,83.0
global,0.00092526,0.97520447,0.0018,0.0008,3.1,70B,F16,Q4_K_S,,,,False,3.1-70B-Q4_K_S+NOI,70553706560,4.574031,38470.61,3.0355,84.675
global,0.0006857,6.7421875,0.0006,0.0002,3.1,70B,F16,Q6_K,,,,True,3.1-70B-Q6_K+WII,70553706560,6.562976,55198.94,2.7373,85.725
global,0.00260727,79.17553711,0.0032,0.001,3.1,70B,F16,Q3_K_M,,,,True,3.1-70B-Q3_K_M+WII,70553706560,3.884659,32672.53,3.257,84.975
global,0.00257215,79.17553711,0.0032,0.0008,3.1,70B,F16,Q3_K_L,,,,True,3.1-70B-Q3_K_L+WII,70553706560,4.210436,35412.53,3.2008,85.025
global,0.01402262,132.46875,0.0234,0.0058,3.1,70B,F16,rate,1,4.00,8.00,True,3.1-70B-ZFPrate4.00:8.00_1_WII,70553706560,4.002288,33661.87,3.063879211125214e+16,24.675
global,0.00645807,48.08496094,0.011,0.003,3.1,70B,F16,rate,1,5.00,5.00,False,3.1-70B-ZFPrate5.00:5.00_1_NOI,70553706560,4.000523,33647.03,1288510.0888,25.525
global,0.00214964,20.4296875,0.0036,0.001,3.1,70B,F16,rate,4,5.00,8.00,True,3.1-70B-ZFPrate5.00:8.00_4_WII,70553706560,5.083569,42756.16,3.7877,84.775
global,0.01021999,0.09362793,0.0204,0.0068,3.1,70B,F16,accu,2,0.13,0.13,False,3.1-70B-ZFPaccu0.13:0.13_2_NOI,70553706560,1.936823,16289.96,5165978.1639,24.15
global,0.00137353,8.9962616,0.0018,0.0006,3.1,70B,F16,prec,2,08,08,False,3.1-70B-ZFPprec08:08_2_NOI,70553706560,5.828441,49021.02,264155.9984,24.375
global,0.00024683,0.93992043,0.0006,0.0002,3.1,70B,F16,rate,3,8.00,8.00,False,3.1-70B-ZFPrate8.00:8.00_3_NOI,70553706560,8.000449,67289.03,2.7442,85.65
global,0.00102959,1.13696289,0.0018,0.0008,3.1,70B,F16,IQ4_NL,,,,False,3.1-70B-IQ4_NL+NOI,70553706560,4.574031,38470.61,3.0604,84.675
global,0.00449737,11.31311035,0.0074,0.0022,3.1,70B,F16,rate,4,4.00,4.00,False,3.1-70B-ZFPrate4.00:4.00_4_NOI,70553706560,4.000523,33647.03,17683.6504,25.05
global,0.00419518,40.0,0.007,0.002,3.1,70B,F16,rate,2,4.00,8.00,True,3.1-70B-ZFPrate4.00:8.00_2_WII,70553706560,4.038345,33965.13,7.0471,78.7
global,0.01016394,23.75,0.018,0.0076,3.1,70B,F16,TQ2_0,,,,False,3.1-70B-TQ2_0+NOI,70553706560,2.166372,18220.61,854393.5454,25.05
global,0.01016394,23.75,0.018,0.0076,3.1,70B,F16,TQ1_0,,,,True,3.1-70B-TQ1_0+WII,70553706560,1.802548,15160.61,854393.5454,25.05
global,0.01029459,80.00241089,0.0168,0.0042,3.1,70B,F16,rate,1,4.50,4.50,False,3.1-70B-ZFPrate4.50:4.50_1_NOI,70553706560,4.000523,33647.03,1085888.0679,24.425
global,0.00163544,12.01196289,0.0026,0.0008,3.1,70B,F16,prec,1,06,06,False,3.1-70B-ZFPprec06:06_1_NOI,70553706560,6.02028,50634.51,526891.5637,24.6
global,0.00075979,4.58984375,0.001,0.0004,3.1,70B,F16,Q5_0,,,,True,3.1-70B-Q5_0+WII,70553706560,5.532964,46535.86,2.7929,85.4
global,0.0033254,2.38952637,0.0068,0.002,3.1,70B,F16,Q2_K,,,,False,3.1-70B-Q2_K+NOI,70553706560,2.98975,25145.77,5.1626,80.875
global,0.00115216,6.6796875,0.002,0.0008,3.1,70B,F16,Q4_0,,,,True,3.1-70B-Q4_0+WII,70553706560,4.547874,38250.61,3.2142,84.55
global,0.01926364,128.5,0.03,0.008,3.1,70B,F16,rate,1,3.50,3.50,False,3.1-70B-ZFPrate3.50:3.50_1_NOI,70553706560,2.000561,16826.03,13622909734092.834,25.925
global,0.0033064,8.80050659,0.0054,0.0016,3.1,70B,F16,rate,4,4.50,4.50,False,3.1-70B-ZFPrate4.50:4.50_4_NOI,70553706560,4.500514,37852.28,22235.4847,25.625
global,0.00068293,4.8840332,0.001,0.0004,3.1,70B,F16,prec,2,09,09,False,3.1-70B-ZFPprec09:09_2_NOI,70553706560,6.828482,57432.02,142.0208,78.95
global,0.00536886,0.04681396,0.0108,0.0036,3.1,70B,F16,accu,2,0.12,0.12,False,3.1-70B-ZFPaccu0.12:0.12_2_NOI,70553706560,2.960857,24902.76,6052207.1945,25.825
global,0.00435505,23.2462616,0.0046,0.0012,3.1,70B,F16,prec,3,08,08,False,3.1-70B-ZFPprec08:08_3_NOI,70553706560,4.548362,38254.71,413698.2316,24.325
global,0.0003376,2.49845123,0.0006,0.0002,3.1,70B,F16,prec,2,10,10,False,3.1-70B-ZFPprec10:10_2_NOI,70553706560,7.828478,65842.64,2.757,85.75
global,0.00936192,125.99781799,0.011,0.0038,3.1,70B,F16,IQ1_M,,,,True,3.1-70B-IQ1_M+WII,70553706560,1.898507,15967.69,7.8975,73.875
global,0.01528366,126.0,0.0256,0.0078,3.1,70B,F16,prec,3,05,05,False,3.1-70B-ZFPprec05:05_3_NOI,70553706560,1.531759,12883.1,11451638.7731,25.75
global,0.00530867,45.28125,0.0086,0.0026,3.1,70B,F16,rate,3,3.50,8.00,True,3.1-70B-ZFPrate3.50:8.00_3_WII,70553706560,3.605597,30325.44,14.8236,69.175
global,0.0072195,63.0,0.0118,0.0036,3.1,70B,F16,rate,3,3.00,8.00,True,3.1-70B-ZFPrate3.00:8.00_3_WII,70553706560,3.120672,26246.9,37255.1579,27.75
global,0.00268544,24.6875,0.0044,0.0014,3.1,70B,F16,rate,3,4.50,8.00,True,3.1-70B-ZFPrate4.50:8.00_3_WII,70553706560,4.577308,38498.17,4.271,84.1
global,0.00047946,0.53710938,0.001,0.0004,3.1,70B,F16,Q5_K_M,,,,False,3.1-70B-Q5_K_M+NOI,70553706560,5.662858,47628.36,2.7736,85.7
global,0.00881293,47.37243652,0.0092,0.0024,3.1,70B,F16,prec,3,07,07,False,3.1-70B-ZFPprec07:07_3_NOI,70553706560,3.547835,29839.62,3555531.5312,26.075
global,0.00051023,0.97520447,0.001,0.0004,3.1,70B,F16,Q5_K_S,,,,False,3.1-70B-Q5_K_S+NOI,70553706560,5.516318,46395.86,2.8878,84.875
global,0.00085261,5.99743652,0.0016,0.0004,3.1,70B,F16,rate,1,8.00,8.00,False,3.1-70B-ZFPrate8.00:8.00_1_NOI,70553706560,8.000449,67289.03,3628.2844,28.8
global,0.00829437,73.828125,0.0134,0.0038,3.1,70B,F16,rate,4,3.00,8.00,True,3.1-70B-ZFPrate3.00:8.00_4_WII,70553706560,3.145101,26452.36,16133800755.7698,24.3
global,0.00297636,24.75,0.005,0.0014,3.1,70B,F16,rate,2,4.50,8.00,True,3.1-70B-ZFPrate4.50:8.00_2_WII,70553706560,4.528116,38084.43,4.5851,83.05
global,0.00545496,0.09362793,0.0106,0.0036,3.1,70B,F16,accu,3,0.14,0.14,False,3.1-70B-ZFPaccu0.14:0.14_3_NOI,70553706560,3.053106,25678.62,589868.0213,23.625
global,0.00876006,125.94522095,0.0092,0.003,3.1,70B,F16,IQ2_XXS,,,,True,3.1-70B-IQ2_XXS+WII,70553706560,2.164538,18205.19,6.3975,79.8
global,0.00557361,18.40815735,0.0094,0.0028,3.1,70B,F16,rate,3,3.50,3.50,False,3.1-70B-ZFPrate3.50:3.50_3_NOI,70553706560,3.500533,29441.78,79997.0937,25.8
global,0.00790793,125.83630371,0.0054,0.0016,3.1,70B,F16,IQ3_XXS,,,,True,3.1-70B-IQ3_XXS+WII,70553706560,3.113841,26189.45,4.0669,84.9
global,0.00335364,29.375,0.0058,0.0016,3.1,70B,F16,rate,1,6.00,8.00,True,3.1-70B-ZFPrate6.00:8.00_1_WII,70553706560,6.000738,50470.15,8644324.9893,25.425
global,0.00272983,0.04641724,0.0054,0.0018,3.1,70B,F16,accu,3,0.10,0.10,False,3.1-70B-ZFPaccu0.10:0.10_3_NOI,70553706560,4.054043,34097.16,637811.7921,30.75
global,0.00277513,0.04664612,0.0054,0.0018,3.1,70B,F16,accu,4,0.14,0.14,False,3.1-70B-ZFPaccu0.14:0.14_4_NOI,70553706560,4.262613,35851.38,415.2476,65.1
global,0.00114371,3.22396851,0.002,0.0006,3.1,70B,F16,rate,4,6.00,6.00,False,3.1-70B-ZFPrate6.00:6.00_4_NOI,70553706560,6.000486,50468.03,5503.0703,25.225
global,0.00191675,1.65625,0.0036,0.0014,3.1,70B,F16,Q3_K_S,,,,False,3.1-70B-Q3_K_S+NOI,70553706560,3.504189,29472.53,3.82,83.55
global,0.00398563,19.27697754,0.0028,0.0008,3.1,70B,F16,prec,4,10,10,False,3.1-70B-ZFPprec10:10_4_NOI,70553706560,5.344879,44953.95,13321.8785,25.45
global,0.00308691,18.13671875,0.0052,0.0016,3.1,70B,F16,rate,4,4.50,8.00,True,3.1-70B-ZFPrate4.50:8.00_4_WII,70553706560,4.599071,38681.21,4.8183,83.225
global,0.00769222,125.83630371,0.0046,0.0016,3.1,70B,F16,IQ3_XS,,,,True,3.1-70B-IQ3_XS+WII,70553706560,3.322277,27942.53,3.8539,85.075
global,0.01063333,66.96875,0.0108,0.0032,3.1,70B,F16,prec,4,08,08,False,3.1-70B-ZFPprec08:08_4_NOI,70553706560,3.344752,28131.56,530093.6987,24.725
global,0.00759189,125.81945801,0.0042,0.0014,3.1,70B,F16,IQ3_M,,,,True,3.1-70B-IQ3_M+WII,70553706560,3.62041,30450.03,3.7085,84.725
global,0.00840031,125.9309082,0.008,0.0024,3.1,70B,F16,IQ2_M,,,,True,3.1-70B-IQ2_M+WII,70553706560,2.733966,22994.45,5.6219,81.65
global,0.00277513,0.04664612,0.0054,0.0018,3.1,70B,F16,accu,4,0.13,0.13,False,3.1-70B-ZFPaccu0.13:0.13_4_NOI,70553706560,4.262613,35851.38,415.2476,65.1
global,0.00057178,2.21875,0.001,0.0006,3.1,70B,F16,Q5_0,,,,False,3.1-70B-Q5_0+NOI,70553706560,5.516318,46395.86,2.8127,85.65
global,0.0,0.0,0.0002,0.0002,3.1,70B,F16,F16,,,,True,3.1-70B-F16+WII,70553706560,16.000299,134573.03,2.7217,85.825
